date,ticker,symbol,surge_prob,entry_price,high,low,close,target,stop_loss,exit_price,exit_reason,qty,capital_invested,total_outlay_with_fees,gross_pnl,charges,net_pnl,net_return_pct
2023-09-15,EMMBI.NS,EMMBI,44.5,109.4,111.94999694824219,109.0,109.25,118.15,109.4,109.4,Breakeven SL,104,11377.6,11395.04,0.0,17.44,-17.44,-0.15
2023-09-15,ELGIRUBCO.NS,ELGIRUBCO,43.1,57.78,59.849998474121094,56.0,57.45000076293945,62.4,57.78,57.78,Breakeven SL,196,11324.88,11342.23,0.0,17.35,-17.35,-0.15
2023-09-15,SITINET.NS,SITINET,42.8,0.8,0.800000011920929,0.800000011920929,0.800000011920929,0.86,0.77,0.800000011920929,Square-off,14222,11377.6,11395.04,0.0,17.44,-17.44,-0.15
2023-09-15,VCL.NS,VCL,42.5,1.85,1.899999976158142,1.7999999523162842,1.850000023841858,2.0,1.85,1.85,Breakeven SL,6150,11377.5,11394.94,0.0,17.44,-17.44,-0.15
2023-09-18,NIITLTD.NS,NIITLTD,51.9,126.03,133.6999969482422,124.0,129.0,136.11,126.03,126.03,Breakeven SL,90,11342.7,11360.08,0.0,17.38,-17.38,-0.15
2023-09-18,INDBANK.NS,INDBANK,48.6,41.32,47.04999923706055,38.599998474121094,43.29999923706055,44.63,41.32,41.32,Stop Loss (Both Hit),274,11321.68,11339.03,0.0,17.35,-17.35,-0.15
2023-09-18,GLOBE.NS,GLOBE,47.5,3.5,3.645211935043335,3.399467945098877,3.5223400592803955,3.78,3.5,3.5,Breakeven SL,3245,11357.5,11374.9,0.0,17.4,-17.4,-0.15
2023-09-18,IOB.NS,IOB,47.3,42.26,47.400001525878906,39.099998474121094,46.400001525878906,45.64,42.26,42.26,Stop Loss (Both Hit),268,11325.68,11343.04,0.0,17.36,-17.36,-0.15
2023-09-18,ARIHANTCAP.NS,ARIHANTCAP,46.4,70.75,71.0,70.0,70.44999694824219,76.41,68.27,70.44999694824219,Square-off,160,11320.0,11337.31,-48.0,17.31,-65.31,-0.58
2023-09-20,ARENTERP.NS,ARENTERP,61.3,51.12,53.25,48.099998474121094,53.25,55.21,51.12,51.12,Breakeven SL,221,11297.52,11314.83,0.0,17.31,-17.31,-0.15
2023-09-20,LANDSMILL.NS,LANDSMILL,55.4,0.4,0.4000000059604645,0.3499999940395355,0.4000000059604645,0.43,0.39,0.39,Stop Loss,28333,11333.2,11350.32,-283.33,17.12,-300.45,-2.65
2023-09-20,IFCI.NS,IFCI,52.6,19.63,21.399999618530273,18.399999618530273,21.100000381469727,21.2,19.63,19.63,Stop Loss (Both Hit),577,11326.51,11343.87,0.0,17.36,-17.36,-0.15
2023-09-20,ANDREWYU.NS,ANDREWYU,50.4,36.96,39.79999923706055,34.75,39.0,39.92,36.96,36.96,Breakeven SL,306,11309.76,11327.09,0.0,17.33,-17.33,-0.15
2023-09-20,PANACEABIO.NS,PANACEABIO,48.9,160.94,166.35000610351562,155.64999389648438,162.35000610351562,173.82,160.94,160.94,Breakeven SL,70,11265.8,11283.06,0.0,17.26,-17.26,-0.15
2023-09-21,SGL.NS,SGL,60.7,20.19,21.299999237060547,19.450000762939453,21.299999237060547,21.81,20.19,20.19,Breakeven SL,557,11245.83,11263.06,0.0,17.23,-17.23,-0.15
2023-09-21,PRECWIRE.NS,PRECWIRE,52.3,123.27,123.8499984741211,118.55000305175781,122.4000015258789,133.13,118.96,118.96,Stop Loss,91,11217.57,11234.42,-392.21,16.85,-409.06,-3.65
2023-09-21,INDBANK.NS,INDBANK,51.7,38.54,40.25,38.45000076293945,38.45000076293945,41.62,38.54,38.54,Breakeven SL,292,11253.68,11270.93,0.0,17.25,-17.25,-0.15
2023-09-21,JINDALPHOT.NS,JINDALPHOT,48.2,500.0,540.9000244140625,466.0,539.4500122070312,534.22,500.0,500.0,Stop Loss (Both Hit),22,11000.0,11016.86,0.0,16.86,-16.86,-0.15
2023-09-21,JAYSREETEA.NS,JAYSREETEA,43.9,107.36,113.0999984741211,106.25,107.0,115.95,107.36,107.36,Breakeven SL,104,11165.44,11182.55,0.0,17.11,-17.11,-0.15
2023-09-22,VIKASLIFE.NS,VIKASLIFE,55.0,5.41,5.599999904632568,5.349999904632568,5.5,5.84,5.41,5.41,Breakeven SL,2063,11160.83,11177.93,0.0,17.1,-17.1,-0.15
2023-09-22,FLFL.NS,FLFL,53.3,3.55,3.700000047683716,3.549999952316284,3.549999952316284,3.83,3.55,3.55,Breakeven SL,3144,11161.2,11178.3,0.0,17.1,-17.1,-0.15
2023-09-22,PSB.NS,PSB,52.3,45.65,47.150001525878906,44.25,46.25,49.3,45.65,45.65,Breakeven SL,244,11138.6,11155.67,0.0,17.07,-17.07,-0.15
2023-09-22,UCOBANK.NS,UCOBANK,52.2,42.69,44.0,41.599998474121094,43.04999923706055,46.11,42.69,42.69,Breakeven SL,261,11142.09,11159.16,0.0,17.07,-17.07,-0.15
2023-09-22,ITI.NS,ITI,51.9,181.34,190.85000610351562,174.14999389648438,190.85000610351562,195.85,181.34,181.34,Breakeven SL,61,11061.74,11078.69,0.0,16.95,-16.95,-0.15
2023-09-25,EMIL.NS,EMIL,51.9,138.13,143.6999969482422,135.75,141.6999969482422,149.18,138.13,138.13,Breakeven SL,80,11050.4,11067.33,0.0,16.93,-16.93,-0.15
2023-09-25,NELCAST.NS,NELCAST,50.4,154.66,166.0,152.5,154.4499969482422,166.95,154.66,154.66,Breakeven SL,72,11135.52,11152.58,0.0,17.06,-17.06,-0.15
2023-09-25,OSWALAGRO.NS,OSWALAGRO,48.2,35.04,37.900001525878906,34.5,35.849998474121094,37.84,35.04,35.04,Stop Loss (Both Hit),318,11142.72,11159.8,0.0,17.08,-17.08,-0.15
2023-09-25,PARSVNATH.NS,PARSVNATH,47.8,11.17,12.300000190734863,9.899999618530273,12.25,12.06,11.17,11.17,Stop Loss (Both Hit),997,11136.49,11153.56,0.0,17.07,-17.07,-0.15
2023-09-25,GTLINFRA.NS,GTLINFRA,47.4,1.1,1.149999976158142,1.100000023841858,1.100000023841858,1.19,1.1,1.100000023841858,Square-off,10133,11146.3,11163.38,0.0,17.08,-17.08,-0.15
2023-09-26,ONELIFECAP.NS,ONELIFECAP,56.0,15.19,16.450000762939453,14.850000381469727,15.699999809265137,16.41,15.19,15.19,Stop Loss (Both Hit),732,11119.08,11136.12,0.0,17.04,-17.04,-0.15
2023-09-26,GMRP&UI.NS,GMRP&UI,54.6,35.9,37.45000076293945,35.900001525878906,35.900001525878906,38.77,35.9,35.900001525878906,Square-off,310,11129.0,11146.05,0.0,17.05,-17.05,-0.15
2023-09-26,VENUSPIPES.NS,VENUSPIPES,54.2,1267.18,1335.949951171875,1242.800048828125,1262.6500244140625,1368.55,1267.18,1267.18,Breakeven SL,8,10137.44,10152.98,0.0,15.54,-15.54,-0.15
2023-09-26,NAGREEKEXP.NS,NAGREEKEXP,52.8,27.02,27.96273422241211,26.642959594726562,27.577800750732422,29.18,27.02,27.02,Breakeven SL,411,11105.22,11122.24,0.0,17.02,-17.02,-0.15
2023-09-26,WILLAMAGOR.NS,WILLAMAGOR,52.2,30.26,31.549999237060547,28.450000762939453,31.549999237060547,32.54,30.26,30.26,Breakeven SL,367,11105.42,11122.44,0.0,17.02,-17.02,-0.15
2023-09-27,SGL.NS,SGL,64.4,16.42,16.600000381469727,16.049999237060547,16.450000762939453,17.73,15.85,16.450000762939453,Square-off,676,11099.92,11116.95,20.28,17.03,3.25,0.03
2023-09-27,AIRAN.NS,AIRAN,52.9,26.92,27.850000381469727,26.0,26.799999237060547,29.07,26.92,26.92,Breakeven SL,412,11091.04,11108.04,0.0,17.0,-17.0,-0.15
2023-09-27,DELTACORP.NS,DELTACORP,52.7,139.96,142.0,139.10000610351562,140.9499969482422,151.16,135.06,140.9499969482422,Square-off,79,11056.84,11073.85,78.21,17.01,61.2,0.55
2023-09-27,JAIPURKURT.NS,JAIPURKURT,51.7,70.05,77.0,66.19999694824219,74.4000015258789,75.65,70.05,70.05,Stop Loss (Both Hit),158,11067.9,11084.86,0.0,16.96,-16.96,-0.15
2023-09-27,TRANSWORLD.NS,TRANSWORLD,51.5,464.56,505.6499938964844,443.0,484.8999938964844,501.72,464.56,464.56,Stop Loss (Both Hit),23,10684.88,10701.25,0.0,16.37,-16.37,-0.15
2023-09-28,BEDMUTHA.NS,BEDMUTHA,63.4,100.76,111.0,93.9000015258789,109.8499984741211,108.82,100.76,100.76,Stop Loss (Both Hit),110,11083.6,11100.59,0.0,16.99,-16.99,-0.15
2023-09-28,OMAXE.NS,OMAXE,53.0,65.94,70.5,63.70000076293945,68.8499984741211,71.22,65.94,65.94,Breakeven SL,168,11077.92,11094.9,0.0,16.98,-16.98,-0.15
2023-09-28,UNITECH.NS,UNITECH,52.7,2.7,2.700000047683716,2.700000047683716,2.700000047683716,2.92,2.61,2.700000047683716,Square-off,4117,11115.9,11132.93,0.0,17.03,-17.03,-0.15
2023-09-28,GRAVITA.NS,GRAVITA,51.8,915.83,941.25,905.75,920.1500244140625,989.1,915.83,915.83,Breakeven SL,12,10989.96,11006.8,0.0,16.84,-16.84,-0.15
2023-09-28,MAHESHWARI.NS,MAHESHWARI,49.3,82.52,84.4000015258789,81.5,82.55000305175781,89.12,82.52,82.52,Breakeven SL,134,11057.68,11074.63,0.0,16.95,-16.95,-0.15
2023-09-29,QUICKHEAL.NS,QUICKHEAL,67.8,280.72,300.3999938964844,268.70001220703125,286.6000061035156,303.18,280.72,280.72,Breakeven SL,39,10948.08,10964.86,0.0,16.78,-16.78,-0.15
2023-09-29,UNITECH.NS,UNITECH,62.5,2.68,2.799999952316284,2.5999999046325684,2.799999952316284,2.89,2.68,2.68,Breakeven SL,4141,11097.88,11114.89,0.0,17.01,-17.01,-0.15
2023-09-29,PARSVNATH.NS,PARSVNATH,56.2,11.52,12.0,11.199999809265137,12.0,12.44,11.52,11.52,Breakeven SL,963,11093.76,11110.76,0.0,17.0,-17.0,-0.15
2023-09-29,NORBTEAEXP.NS,NORBTEAEXP,55.7,11.6,11.600000381469727,11.600000381469727,11.600000381469727,12.53,11.19,11.600000381469727,Square-off,956,11089.6,11106.59,0.0,16.99,-16.99,-0.15
2023-09-29,FLFL.NS,FLFL,55.1,2.8,2.799999952316284,2.799999952316284,2.799999952316284,3.02,2.7,2.799999952316284,Square-off,3964,11099.2,11116.21,-0.0,17.01,-17.01,-0.15
2023-10-03,GMDCLTD.NS,GMDCLTD,58.3,319.58,339.3999938964844,309.1000061035156,329.45001220703125,345.15,319.58,319.58,Breakeven SL,34,10865.72,10882.37,0.0,16.65,-16.65,-0.15
2023-10-03,NORBTEAEXP.NS,NORBTEAEXP,54.4,11.52,12.149999618530273,11.100000381469727,12.149999618530273,12.44,11.52,11.52,Breakeven SL,962,11082.24,11099.22,0.0,16.98,-16.98,-0.15
2023-10-03,QUICKHEAL.NS,QUICKHEAL,54.1,289.14,303.6499938964844,282.0,295.6499938964844,312.27,289.14,289.14,Breakeven SL,38,10987.32,11004.16,0.0,16.84,-16.84,-0.15
2023-10-03,PASUPTAC.NS,PASUPTAC,51.5,40.17,42.04999923706055,39.5,40.5,43.38,40.17,40.17,Breakeven SL,275,11046.75,11063.68,0.0,16.93,-16.93,-0.15
2023-10-03,VISHAL.NS,VISHAL,50.8,21.3,22.850000381469727,20.600000381469727,22.049999237060547,23.0,21.3,21.3,Breakeven SL,520,11076.0,11092.97,0.0,16.97,-16.97,-0.15
2023-10-04,JYOTHYLAB.NS,JYOTHYLAB,47.9,359.81,375.8500061035156,353.3999938964844,361.8500061035156,388.59,359.81,359.81,Breakeven SL,30,10794.3,10810.84,0.0,16.54,-16.54,-0.15
2023-10-04,FILATEX.NS,FILATEX,46.8,52.51,54.650001525878906,52.0,53.04999923706055,56.71,52.51,52.51,Breakeven SL,210,11027.1,11044.0,0.0,16.9,-16.9,-0.15
2023-10-04,BALAJITELE.NS,BALAJITELE,45.9,70.35,74.5,68.4000015258789,70.6500015258789,75.98,70.35,70.35,Breakeven SL,157,11044.95,11061.88,0.0,16.93,-16.93,-0.15
2023-10-04,DRCSYSTEMS.NS,DRCSYSTEMS,44.8,13.71,13.949999809265137,13.350000381469727,13.733332633972168,14.81,13.23,13.733332633972168,Square-off,807,11063.97,11080.94,18.83,16.97,1.86,0.02
2023-10-04,MINDTECK.NS,MINDTECK,44.6,131.02,138.32000732421875,127.27999877929688,134.36000061035156,141.5,131.02,131.02,Breakeven SL,84,11005.68,11022.55,0.0,16.87,-16.87,-0.15
2023-10-05,SOFTTECH.NS,SOFTTECH,63.8,244.94,261.3500061035156,230.0,261.3500061035156,264.54,244.94,244.94,Breakeven SL,45,11022.3,11039.19,0.0,16.89,-16.89,-0.15
2023-10-05,TARMAT.NS,TARMAT,50.9,88.61,91.4000015258789,85.0,90.80000305175781,95.7,88.61,88.61,Breakeven SL,124,10987.64,11004.48,0.0,16.84,-16.84,-0.15
2023-10-05,VCL.NS,VCL,45.7,1.89,2.0999999046325684,1.7999999523162842,1.9500000476837158,2.04,1.89,1.89,Stop Loss (Both Hit),5847,11050.83,11067.76,0.0,16.93,-16.93,-0.15
2023-10-05,SUPREMEENG.NS,SUPREMEENG,45.0,0.85,0.8500000238418579,0.800000011920929,0.8500000238418579,0.92,0.82,0.82,Stop Loss,13002,11051.7,11068.29,-390.06,16.59,-406.65,-3.68
2023-10-05,VIKASLIFE.NS,VIKASLIFE,44.7,5.01,5.300000190734863,4.849999904632568,5.25,5.41,5.01,5.01,Breakeven SL,2206,11052.06,11069.0,0.0,16.94,-16.94,-0.15
2023-10-06,AHLADA.NS,AHLADA,56.0,116.7,131.75,111.80000305175781,123.1500015258789,125.49,116.7,116.7,Stop Loss (Both Hit),93,10853.1,10869.73,0.0,16.63,-16.63,-0.15
2023-10-06,KCP.NS,KCP,47.2,130.54,137.4499969482422,127.4000015258789,133.89999389648438,139.84,130.54,130.54,Breakeven SL,83,10834.82,10851.42,0.0,16.6,-16.6,-0.15
2023-10-06,WONDERLA.NS,WONDERLA,46.0,799.32,818.9000244140625,792.0,798.2999877929688,863.27,799.32,799.32,Breakeven SL,13,10391.16,10407.08,0.0,15.92,-15.92,-0.15
2023-10-06,CCAVENUE.NS,CCAVENUE,45.7,19.98,20.899999618530273,19.149999618530273,20.25,21.58,19.98,19.98,Breakeven SL,548,10949.04,10965.82,0.0,16.78,-16.78,-0.15
2023-10-06,GLOBE.NS,GLOBE,44.9,3.89,3.8909571170806885,3.8909571170806885,3.8909571170806885,4.2,3.75,3.8909571170806885,Square-off,2816,10954.24,10971.03,2.7,16.79,-14.09,-0.13
2023-10-09,SASKEN.NS,SASKEN,54.6,1316.68,1370.0,1255.1500244140625,1311.699951171875,1422.01,1316.68,1316.68,Breakeven SL,8,10533.44,10549.58,0.0,16.14,-16.14,-0.15
2023-10-09,QUICKHEAL.NS,QUICKHEAL,54.5,323.98,350.70001220703125,304.25,337.8999938964844,349.9,323.98,323.98,Stop Loss (Both Hit),33,10691.34,10707.72,0.0,16.38,-16.38,-0.15
2023-10-09,BYKE.NS,BYKE,52.6,49.56,53.0,47.400001525878906,50.400001525878906,53.52,49.56,49.56,Breakeven SL,220,10903.2,10919.91,0.0,16.71,-16.71,-0.15
2023-10-09,AHLADA.NS,AHLADA,49.6,124.62,137.8000030517578,119.0,127.05000305175781,134.59,124.62,124.62,Stop Loss (Both Hit),87,10841.94,10858.55,0.0,16.61,-16.61,-0.15
2023-10-09,VIVIDHA.NS,VIVIDHA,48.3,0.95,1.0,0.8999999761581421,0.949999988079071,1.03,0.95,0.95,Breakeven SL,11517,10941.15,10957.92,0.0,16.77,-16.77,-0.15
2023-10-10,STEELXIND.NS,STEELXIND,66.8,8.24,8.600000381469727,8.100000381469727,8.449999809265137,8.9,8.24,8.24,Breakeven SL,1325,10918.0,10934.73,0.0,16.73,-16.73,-0.15
2023-10-10,BCG.NS,BCG,59.4,16.69,17.700000762939453,16.299999237060547,16.899999618530273,18.03,16.69,16.69,Breakeven SL,654,10915.26,10931.99,0.0,16.73,-16.73,-0.15
2023-10-10,WILLAMAGOR.NS,WILLAMAGOR,53.2,27.79,29.200000762939453,26.850000381469727,29.049999237060547,30.01,27.79,27.79,Breakeven SL,393,10921.47,10938.21,0.0,16.74,-16.74,-0.15
2023-10-10,MURUDCERA.NS,MURUDCERA,50.3,52.66,54.849998474121094,51.79999923706055,53.95000076293945,56.87,52.66,52.66,Breakeven SL,207,10900.62,10917.32,0.0,16.7,-16.7,-0.15
2023-10-10,DEEPINDS.NS,DEEPINDS,50.0,287.87,294.0,283.04998779296875,287.6000061035156,310.9,287.87,287.87,Breakeven SL,37,10651.19,10667.51,0.0,16.32,-16.32,-0.15
2023-10-11,INCREDIBLE.NS,INCREDIBLE,59.2,40.84,43.599998474121094,36.70000076293945,43.599998474121094,44.11,40.84,40.84,Breakeven SL,267,10904.28,10920.99,0.0,16.71,-16.71,-0.15
2023-10-11,KOTHARIPET.NS,KOTHARIPET,51.0,145.64,149.85000610351562,140.39999389648438,146.60000610351562,157.29,145.64,145.64,Breakeven SL,74,10777.36,10793.88,0.0,16.52,-16.52,-0.15
2023-10-11,BGRENERGY.NS,BGRENERGY,50.5,78.42,80.69999694824219,78.0999984741211,78.75,84.69,78.42,78.42,Breakeven SL,139,10900.38,10917.08,0.0,16.7,-16.7,-0.15
2023-10-11,UNIINFO.NS,UNIINFO,49.1,33.95,37.54999923706055,31.5,37.54999923706055,36.67,33.95,33.95,Stop Loss (Both Hit),321,10897.95,10914.65,0.0,16.7,-16.7,-0.15
2023-10-11,PRESTIGE.NS,PRESTIGE,48.3,725.72,755.3499755859375,713.2999877929688,723.7999877929688,781.64,725.72,725.72,Breakeven SL,15,10885.8,10902.48,0.0,16.68,-16.68,-0.15
2023-10-12,GIPCL.NS,GIPCL,53.4,171.46,175.6999969482422,168.85000610351562,170.64999389648438,185.04,171.46,171.46,Breakeven SL,63,10801.98,10818.53,0.0,16.55,-16.55,-0.15
2023-10-12,LPDC.NS,LPDC,49.9,7.8,8.449999809265137,7.449999809265137,7.800000190734863,8.42,7.8,7.8,Stop Loss (Both Hit),1396,10888.8,10905.49,0.0,16.69,-16.69,-0.15
2023-10-12,MUKTAARTS.NS,MUKTAARTS,49.5,85.52,90.44999694824219,76.6500015258789,89.44999694824219,91.55,85.52,85.52,Breakeven SL,127,10861.04,10877.68,0.0,16.64,-16.64,-0.15
2023-10-12,JKTYRE.NS,JKTYRE,48.9,309.64,316.8500061035156,305.0,312.1000061035156,333.43,309.64,309.64,Breakeven SL,35,10837.4,10854.01,0.0,16.61,-16.61,-0.15
2023-10-12,DBSTOCKBRO.NS,DBSTOCKBRO,48.3,33.41,35.20000076293945,32.04999923706055,33.650001525878906,36.08,33.41,33.41,Breakeven SL,326,10891.66,10908.35,0.0,16.69,-16.69,-0.15
2023-10-13,MMTC.NS,MMTC,57.5,72.38,79.94999694824219,70.5999984741211,74.5999984741211,78.17,72.38,72.38,Stop Loss (Both Hit),150,10857.0,10873.64,0.0,16.64,-16.64,-0.15
2023-10-13,ANTGRAPHIC.NS,ANTGRAPHIC,55.9,0.72,0.75,0.699999988079071,0.75,0.78,0.72,0.72,Breakeven SL,15104,10874.88,10891.55,0.0,16.67,-16.67,-0.15
2023-10-13,NETWORK18.NS,NETWORK18,55.5,79.14,81.75,78.19999694824219,78.75,85.47,79.14,79.14,Breakeven SL,137,10842.18,10858.8,0.0,16.62,-16.62,-0.15
2023-10-13,ICEMAKE.NS,ICEMAKE,52.7,706.66,727.0,698.9500122070312,710.6500244140625,763.19,706.66,706.66,Breakeven SL,15,10599.9,10616.14,0.0,16.24,-16.24,-0.15
2023-10-13,KANANIIND.NS,KANANIIND,51.8,4.17,4.400000095367432,4.074999809265137,4.199999809265137,4.5,4.17,4.17,Breakeven SL,2608,10875.36,10892.03,0.0,16.67,-16.67,-0.15
2023-10-16,LPDC.NS,LPDC,55.7,9.1,10.050000190734863,8.449999809265137,9.850000381469727,9.83,9.1,9.1,Stop Loss (Both Hit),1193,10856.3,10872.94,0.0,16.64,-16.64,-0.15
2023-10-16,SUPERSPIN.NS,SUPERSPIN,51.7,10.5,11.600000381469727,9.850000381469727,10.800000190734863,11.26,10.5,10.5,Stop Loss (Both Hit),1034,10857.0,10873.64,0.0,16.64,-16.64,-0.15
2023-10-16,TEXINFRA.NS,TEXINFRA,50.3,81.87,85.0,79.30000305175781,81.5999984741211,88.42,81.87,81.87,Breakeven SL,132,10806.84,10823.4,0.0,16.56,-16.56,-0.15
2023-10-16,PPL.NS,PPL,49.7,372.04,405.1000061035156,346.0,405.1000061035156,399.01,372.04,372.04,Stop Loss (Both Hit),29,10789.16,10805.69,0.0,16.53,-16.53,-0.15
2023-10-16,CCAVENUE.NS,CCAVENUE,48.5,21.03,21.399999618530273,20.549999237060547,21.0,22.71,20.29,21.0,Square-off,516,10851.48,10868.1,-15.48,16.62,-32.1,-0.3
2023-10-17,PVP.NS,PVP,68.0,14.41,15.25,13.850000381469727,15.25,15.56,14.41,14.41,Breakeven SL,752,10836.32,10852.93,0.0,16.61,-16.61,-0.15
2023-10-17,TREEHOUSE.NS,TREEHOUSE,65.3,22.32,23.299999237060547,21.899999618530273,22.950000762939453,24.11,22.32,22.32,Breakeven SL,485,10825.2,10841.79,0.0,16.59,-16.59,-0.15
2023-10-17,JPOLYINVST.NS,JPOLYINVST,58.5,700.2,788.0,656.0499877929688,730.5,756.22,700.2,700.2,Stop Loss (Both Hit),15,10503.0,10519.1,0.0,16.1,-16.1,-0.15
2023-10-17,VAKRANGEE.NS,VAKRANGEE,57.0,21.27,22.5,20.850000381469727,21.600000381469727,22.75,21.27,21.27,Breakeven SL,509,10826.43,10843.02,0.0,16.59,-16.59,-0.15
2023-10-17,KEYFINSERV.NS,KEYFINSERV,56.1,155.82,164.5500030517578,147.14999389648438,164.5500030517578,166.59,155.82,155.82,Breakeven SL,69,10751.58,10768.06,0.0,16.48,-16.48,-0.15
2023-10-18,LFIC.NS,LFIC,59.1,171.7,175.35000610351562,158.0,171.25,185.44,171.7,171.7,Breakeven SL,63,10817.1,10833.68,0.0,16.58,-16.58,-0.15
2023-10-18,NOIDATOLL.NS,NOIDATOLL,57.0,8.74,9.550000190734863,8.5,8.949999809265137,9.44,8.74,8.74,Stop Loss (Both Hit),1238,10820.12,10836.7,0.0,16.58,-16.58,-0.15
2023-10-18,PROZONER.NS,PROZONER,49.7,35.35,36.099998474121094,34.5,35.20000076293945,38.18,35.35,35.35,Breakeven SL,306,10817.1,10833.68,0.0,16.58,-16.58,-0.15
2023-10-18,SOUTHWEST.NS,SOUTHWEST,48.8,164.16,174.60000610351562,158.0,163.9499969482422,177.29,164.16,164.16,Breakeven SL,65,10670.4,10686.75,0.0,16.35,-16.35,-0.15
2023-10-18,DCMFINSERV.NS,DCMFINSERV,48.7,5.85,5.849999904632568,5.849999904632568,5.849999904632568,6.32,5.65,5.849999904632568,Square-off,1850,10822.5,10839.08,-0.0,16.58,-16.58,-0.15
2023-10-19,NEXTMEDIA.NS,NEXTMEDIA,68.7,7.94,8.0,7.5,8.0,8.58,7.66,7.66,Stop Loss,1360,10798.4,10814.61,-380.8,16.21,-397.01,-3.68
2023-10-19,JPOLYINVST.NS,JPOLYINVST,62.9,716.51,788.4500122070312,683.7000122070312,756.5,773.83,716.51,716.51,Stop Loss (Both Hit),15,10747.65,10764.12,0.0,16.47,-16.47,-0.15
2023-10-19,KIOCL.NS,KIOCL,60.0,421.42,452.75,414.8500061035156,428.04998779296875,455.13,421.42,421.42,Breakeven SL,25,10535.5,10551.65,0.0,16.15,-16.15,-0.15
2023-10-19,JINDALPHOT.NS,JINDALPHOT,60.0,752.43,786.9000244140625,726.0,786.9000244140625,812.62,752.43,752.43,Breakeven SL,14,10534.02,10550.16,0.0,16.14,-16.14,-0.15
2023-10-19,TRANSWORLD.NS,TRANSWORLD,57.8,312.9,333.54998779296875,304.20001220703125,322.04998779296875,337.93,312.9,312.9,Breakeven SL,34,10638.6,10654.9,0.0,16.3,-16.3,-0.15
2023-10-20,LANDSMILL.NS,LANDSMILL,55.9,0.37,0.4000000059604645,0.30000001192092896,0.4000000059604645,0.4,0.37,0.37,Stop Loss (Both Hit),28956,10713.72,10730.14,0.0,16.42,-16.42,-0.15
2023-10-20,PRAENG.NS,PRAENG,55.4,20.29,20.950000762939453,19.350000381469727,20.950000762939453,21.91,20.29,20.29,Breakeven SL,528,10713.12,10729.54,0.0,16.42,-16.42,-0.15
2023-10-20,GTLINFRA.NS,GTLINFRA,52.1,0.95,1.0,0.8999999761581421,0.949999988079071,1.03,0.95,0.95,Breakeven SL,11277,10713.15,10729.57,0.0,16.42,-16.42,-0.15
2023-10-20,IL&FSTRANS.NS,IL&FSTRANS,50.4,4.88,5.150000095367432,4.699999809265137,5.150000095367432,5.27,4.88,4.88,Breakeven SL,2195,10711.6,10728.02,0.0,16.42,-16.42,-0.15
2023-10-20,TRU.NS,TRU,48.5,75.38,79.0,74.0,76.69999694824219,81.41,75.38,75.38,Breakeven SL,142,10703.96,10720.36,0.0,16.4,-16.4,-0.15
2023-10-23,DNAMEDIA.NS,DNAMEDIA,67.5,4.95,4.949999809265137,4.949999809265137,4.949999809265137,5.35,4.78,4.949999809265137,Square-off,2161,10696.95,10713.34,-0.0,16.39,-16.39,-0.15
2023-10-23,ONELIFECAP.NS,ONELIFECAP,46.3,16.57,17.450000762939453,15.25,16.450000762939453,17.9,16.57,16.57,Breakeven SL,645,10687.65,10704.03,0.0,16.38,-16.38,-0.15
2023-10-23,PRAKASH.NS,PRAKASH,45.7,175.03,179.6999969482422,174.6999969482422,174.6999969482422,189.03,175.03,175.03,Breakeven SL,61,10676.83,10693.19,0.0,16.36,-16.36,-0.15
2023-10-23,MTEDUCARE.NS,MTEDUCARE,42.9,3.71,3.799999952316284,3.6500000953674316,3.799999952316284,4.01,3.71,3.71,Breakeven SL,2883,10695.93,10712.32,0.0,16.39,-16.39,-0.15
2023-10-23,IITL.NS,IITL,40.4,146.22,152.14999389648438,144.0,145.1999969482422,157.92,146.22,146.22,Breakeven SL,73,10674.06,10690.42,0.0,16.36,-16.36,-0.15
2023-10-25,IOB.NS,IOB,70.7,38.15,39.75,36.849998474121094,38.900001525878906,41.2,38.15,38.15,Breakeven SL,279,10643.85,10660.16,0.0,16.31,-16.31,-0.15
2023-10-25,TERASOFT.NS,TERASOFT,63.8,41.04,43.70000076293945,40.5,40.79999923706055,44.32,41.04,41.04,Breakeven SL,260,10670.4,10686.75,0.0,16.35,-16.35,-0.15
2023-10-25,FACT.NS,FACT,62.9,667.24,706.9000244140625,643.2000122070312,670.5999755859375,720.62,667.24,667.24,Breakeven SL,16,10675.84,10692.2,0.0,16.36,-16.36,-0.15
2023-10-25,ASHIMASYN.NS,ASHIMASYN,62.4,13.61,14.449999809265137,13.149999618530273,13.699999809265137,14.7,13.61,13.61,Breakeven SL,784,10670.24,10686.59,0.0,16.35,-16.35,-0.15
2023-10-25,BRNL.NS,BRNL,61.6,39.79,41.650001525878906,39.54999923706055,40.150001525878906,42.97,39.79,39.79,Breakeven SL,268,10663.72,10680.06,0.0,16.34,-16.34,-0.15
2023-10-26,SDBL.NS,SDBL,61.8,119.81,127.5999984741211,107.72000122070312,124.91999816894531,129.39,119.81,119.81,Breakeven SL,89,10663.09,10679.43,0.0,16.34,-16.34,-0.15
2023-10-26,WEIZMANIND.NS,WEIZMANIND,59.3,104.7,107.1500015258789,100.0,104.4000015258789,113.08,104.7,104.7,Breakeven SL,101,10574.7,10590.91,0.0,16.21,-16.21,-0.15
2023-10-26,PPL.NS,PPL,57.6,354.23,366.0,342.75,356.29998779296875,382.57,354.23,354.23,Breakeven SL,30,10626.9,10643.19,0.0,16.29,-16.29,-0.15
